100,100,100,100,100,100,100,100,100
100.985,99.0921,101.533,99.66,98.9563,99.1538,100.48,99.7714,99.9539
102.111,100.682,100.915,99.2603,99.0367,98.5284,100.565,100.011,100.139
101.332,101.043,101.437,98.5223,99.0688,98.1766,99.9897,100.019,99.9485
100.874,102.409,102.493,98.5893,98.8613,98.8551,98.8496,99.7125,100.08
99.8182,103.892,104.052,99.202,98.7873,99.5693,98.2433,100.535,100.512
98.9482,102.861,102.352,98.3541,98.5722,98.6465,97.6263,100.867,99.7784
97.9604,103.459,101.899,98.4754,99.6356,99.3011,96.9978,101.296,99.878
98.9273,102.946,101.028,98.5151,99.6448,100.254,97.6033,101.778,100.087
98.3007,104.006,100.276,98.2496,99.6309,100.928,97.8106,102.111,100.164
98.0323,104.736,100.808,98.6209,99.5357,100.658,97.6495,101.743,100.223
98.7332,106.102,100.106,98.3828,99.3273,101.332,98.2595,101.989,100.529
99.2614,104.849,100.853,98.0403,99.0667,100.278,98.8831,102.418,100.456
99.6766,105.558,101.819,97.7384,98.7599,99.6633,98.1945,102.691,100.513
100.53,104.428,102.982,97.5062,98.483,99.8606,97.7272,102.568,100.511
101.302,103.235,104.266,98.0086,98.1565,99.8767,97.4187,102.397,100.583
100.57,104.452,103.244,97.8158,99.264,98.8039,97.0872,102.19,100.428
99.9128,103.289,103.908,98.8232,98.9041,99.7732,96.916,102.629,100.519
99.4293,102.377,104.58,99.5423,99.266,100.266,96.1828,102.895,100.567
98.6748,103.019,103.987,98.7327,98.8565,99.1054,96.8587,102.451,100.211
99.2464,102.198,103.575,97.6061,99.2983,98.3128,97.0136,101.992,99.9053
99.9524,102.29,104.146,96.3736,99.1342,99.5949,97.1697,101.784,100.056
100.56,101.77,104.372,96.4048,98.7886,100.236,97.3263,101.241,100.087
101.266,100.912,105.243,96.5216,98.3899,101.617,97.4828,100.963,100.299
101.41,100.521,104.56,95.9856,98.1136,101.99,98.394,101.393,100.296
101.487,100.93,105.851,96.9731,97.5885,102.639,97.8815,100.815,100.521
101.763,100.103,106.235,96.5612,97.0628,103.289,98.8036,100.195,100.502
102.105,99.7177,106.106,96.3115,97.5611,101.87,99.0006,100.764,100.43
101.817,100.059,106.235,96.138,97.0955,102.508,98.1972,101.38,100.429
102.314,100.951,106.139,96.769,95.5231,103.642,97.1832,100.747,100.409
102.65,100.339,104.852,96.5391,94.9542,104.281,98.201,100.066,100.235
102.063,101.196,104.838,96.3246,94.7402,104.92,99.2463,100.68,100.501
101.496,102.042,104.889,97.3222,94.9588,105.271,98.2567,101.369,100.701
101.82,101.24,106.111,97.0427,94.4607,105.612,97.2593,101.113,100.582
102.373,101.8,104.902,96.7445,95.1173,107.086,98.2437,101.201,100.934
102.036,102.598,104.924,96.0495,95.7133,108.074,99.3883,100.438,101.152
101.676,103.129,103.541,95.7143,95.8344,106.721,99.0745,99.6632,100.669
102.91,103.001,104.4,95.6559,95.8,105.577,98.5962,99.875,100.727
103.241,103.604,103.246,94.6564,95.1784,107.682,99.8299,100.258,100.962
102.799,103.507,103.239,94.3377,94.6072,106.508,99.3159,100.083,100.55
103.513,103.156,103.214,93.9744,95.1512,104.203,99.8095,100.474,100.437
103.058,103.867,103.795,93.6379,95.9358,102.646,99.1339,100.686,100.345
103.247,103.954,103.51,93.8578,96.1953,100.367,98.1172,101.288,100.067
103.151,104.226,103.58,93.4422,95.7364,99.8825,98.5939,101.855,100.058
103.517,104.862,104.241,93.8608,95.3823,98.3695,99.1944,102.694,100.265
103.217,105.485,103.462,94.2792,96.2034,96.8754,100.624,103.63,100.472
